file_name,dtype_ok,ndim_ok,has_nan,has_inf,shape,n_channels,n_samples,file_size_bytes,valid,dataset_key
subject101_supervised_008.npz,True,True,False,False,"(6, 100)",6,100,2481,True,pamap2
subject101_supervised_009.npz,True,True,False,False,"(6, 100)",6,100,2483,True,pamap2
subject101_supervised_010.npz,True,True,False,False,"(6, 100)",6,100,2480,True,pamap2
subject101_supervised_011.npz,True,True,False,False,"(6, 100)",6,100,2468,True,pamap2
subject101_supervised_012.npz,True,True,False,False,"(6, 100)",6,100,2462,True,pamap2
subject101_supervised_013.npz,True,True,False,False,"(6, 100)",6,100,2475,True,pamap2
subject101_supervised_014.npz,True,True,False,False,"(6, 100)",6,100,2475,True,pamap2
subject101_supervised_015.npz,True,True,False,False,"(6, 100)",6,100,2479,True,pamap2
subject101_supervised_016.npz,True,True,False,False,"(6, 100)",6,100,2485,True,pamap2
subject101_supervised_017.npz,True,True,False,False,"(6, 100)",6,100,2488,True,pamap2
subject101_supervised_018.npz,True,True,False,False,"(6, 100)",6,100,2480,True,pamap2
subject101_supervised_019.npz,True,True,False,False,"(6, 100)",6,100,2486,True,pamap2
subject101_supervised_020.npz,True,True,False,False,"(6, 100)",6,100,2491,True,pamap2
subject101_supervised_021.npz,True,True,False,False,"(6, 100)",6,100,2484,True,pamap2
subject101_supervised_022.npz,True,True,False,False,"(6, 100)",6,100,2478,True,pamap2
subject101_supervised_023.npz,True,True,False,False,"(6, 100)",6,100,2486,True,pamap2
subject101_supervised_024.npz,True,True,False,False,"(6, 100)",6,100,2483,True,pamap2
subject101_supervised_025.npz,True,True,False,False,"(6, 100)",6,100,2485,True,pamap2
subject101_supervised_026.npz,True,True,False,False,"(6, 100)",6,100,2485,True,pamap2
subject101_supervised_027.npz,True,True,False,False,"(6, 100)",6,100,2481,True,pamap2
subject101_supervised_028.npz,True,True,False,False,"(6, 100)",6,100,2486,True,pamap2
subject101_supervised_029.npz,True,True,False,False,"(6, 100)",6,100,2481,True,pamap2
subject101_supervised_030.npz,True,True,False,False,"(6, 100)",6,100,2480,True,pamap2
subject101_supervised_031.npz,True,True,False,False,"(6, 100)",6,100,2486,True,pamap2
subject101_supervised_032.npz,True,True,False,False,"(6, 100)",6,100,2478,True,pamap2
subject101_supervised_033.npz,True,True,False,False,"(6, 100)",6,100,2484,True,pamap2
subject101_supervised_034.npz,True,True,False,False,"(6, 100)",6,100,2484,True,pamap2
subject101_supervised_035.npz,True,True,False,False,"(6, 100)",6,100,2478,True,pamap2
subject101_supervised_036.npz,True,True,False,False,"(6, 100)",6,100,2491,True,pamap2
subject101_supervised_037.npz,True,True,False,False,"(6, 100)",6,100,2487,True,pamap2
subject101_supervised_038.npz,True,True,False,False,"(6, 100)",6,100,2484,True,pamap2
subject101_supervised_039.npz,True,True,False,False,"(6, 100)",6,100,2483,True,pamap2
subject101_supervised_040.npz,True,True,False,False,"(6, 100)",6,100,2482,True,pamap2
subject101_supervised_041.npz,True,True,False,False,"(6, 100)",6,100,2487,True,pamap2
subject101_supervised_042.npz,True,True,False,False,"(6, 100)",6,100,2491,True,pamap2
subject101_supervised_043.npz,True,True,False,False,"(6, 100)",6,100,2501,True,pamap2
subject101_supervised_044.npz,True,True,False,False,"(6, 100)",6,100,2513,True,pamap2
subject101_supervised_045.npz,True,True,False,False,"(6, 100)",6,100,2496,True,pamap2
subject101_supervised_046.npz,True,True,False,False,"(6, 100)",6,100,2475,True,pamap2
subject101_supervised_047.npz,True,True,False,False,"(6, 100)",6,100,2478,True,pamap2
subject101_supervised_048.npz,True,True,False,False,"(6, 100)",6,100,2471,True,pamap2
subject101_supervised_049.npz,True,True,False,False,"(6, 100)",6,100,2486,True,pamap2
1600_pretrain_000.npz,True,True,False,False,"(6, 200)",6,200,4690,True,wisdm
1600_pretrain_001.npz,True,True,False,False,"(6, 200)",6,200,4677,True,wisdm
1600_pretrain_002.npz,True,True,False,False,"(6, 200)",6,200,4665,True,wisdm
1600_pretrain_003.npz,True,True,False,False,"(6, 200)",6,200,4690,True,wisdm
1600_pretrain_004.npz,True,True,False,False,"(6, 200)",6,200,4667,True,wisdm
1600_pretrain_005.npz,True,True,False,False,"(6, 200)",6,200,4683,True,wisdm
1600_pretrain_006.npz,True,True,False,False,"(6, 200)",6,200,4681,True,wisdm
1600_pretrain_007.npz,True,True,False,False,"(6, 200)",6,200,4683,True,wisdm
1600_pretrain_008.npz,True,True,False,False,"(6, 200)",6,200,4682,True,wisdm
1600_pretrain_009.npz,True,True,False,False,"(6, 200)",6,200,4677,True,wisdm
1600_pretrain_010.npz,True,True,False,False,"(6, 200)",6,200,4674,True,wisdm
1600_pretrain_011.npz,True,True,False,False,"(6, 200)",6,200,4693,True,wisdm
1600_pretrain_012.npz,True,True,False,False,"(6, 200)",6,200,4678,True,wisdm
1600_pretrain_013.npz,True,True,False,False,"(6, 200)",6,200,4668,True,wisdm
1600_pretrain_014.npz,True,True,False,False,"(6, 200)",6,200,4698,True,wisdm
1600_pretrain_015.npz,True,True,False,False,"(6, 200)",6,200,4689,True,wisdm
1600_pretrain_016.npz,True,True,False,False,"(6, 200)",6,200,4658,True,wisdm
1600_pretrain_017.npz,True,True,False,False,"(6, 200)",6,200,4676,True,wisdm
1600_pretrain_018.npz,True,True,False,False,"(6, 200)",6,200,4617,True,wisdm
1600_pretrain_019.npz,True,True,False,False,"(6, 200)",6,200,4596,True,wisdm
1600_pretrain_020.npz,True,True,False,False,"(6, 200)",6,200,4618,True,wisdm
1600_pretrain_021.npz,True,True,False,False,"(6, 200)",6,200,4590,True,wisdm
1600_pretrain_022.npz,True,True,False,False,"(6, 200)",6,200,4622,True,wisdm
1600_pretrain_023.npz,True,True,False,False,"(6, 200)",6,200,4596,True,wisdm
1600_pretrain_024.npz,True,True,False,False,"(6, 200)",6,200,4636,True,wisdm
1600_pretrain_025.npz,True,True,False,False,"(6, 200)",6,200,4627,True,wisdm
1600_pretrain_026.npz,True,True,False,False,"(6, 200)",6,200,4613,True,wisdm
1600_pretrain_027.npz,True,True,False,False,"(6, 200)",6,200,4607,True,wisdm
1600_pretrain_028.npz,True,True,False,False,"(6, 200)",6,200,4584,True,wisdm
1600_pretrain_029.npz,True,True,False,False,"(6, 200)",6,200,4596,True,wisdm
1600_pretrain_030.npz,True,True,False,False,"(6, 200)",6,200,4588,True,wisdm
1600_pretrain_031.npz,True,True,False,False,"(6, 200)",6,200,4613,True,wisdm
1600_pretrain_032.npz,True,True,False,False,"(6, 200)",6,200,4607,True,wisdm
1600_pretrain_033.npz,True,True,False,False,"(6, 200)",6,200,4593,True,wisdm
1600_pretrain_034.npz,True,True,False,False,"(6, 200)",6,200,4618,True,wisdm
1600_pretrain_035.npz,True,True,False,False,"(6, 200)",6,200,4632,True,wisdm
1600_pretrain_036.npz,True,True,False,False,"(6, 200)",6,200,4700,True,wisdm
1600_pretrain_037.npz,True,True,False,False,"(6, 200)",6,200,4670,True,wisdm
1600_pretrain_038.npz,True,True,False,False,"(6, 200)",6,200,4672,True,wisdm
1600_pretrain_039.npz,True,True,False,False,"(6, 200)",6,200,4691,True,wisdm
1600_pretrain_040.npz,True,True,False,False,"(6, 200)",6,200,4679,True,wisdm
1600_pretrain_041.npz,True,True,False,False,"(6, 200)",6,200,4660,True,wisdm
1600_pretrain_042.npz,True,True,False,False,"(6, 200)",6,200,4670,True,wisdm
1600_pretrain_043.npz,True,True,False,False,"(6, 200)",6,200,4666,True,wisdm
1600_pretrain_044.npz,True,True,False,False,"(6, 200)",6,200,4691,True,wisdm
1600_pretrain_045.npz,True,True,False,False,"(6, 200)",6,200,4682,True,wisdm
1600_pretrain_046.npz,True,True,False,False,"(6, 200)",6,200,4670,True,wisdm
1600_pretrain_047.npz,True,True,False,False,"(6, 200)",6,200,4675,True,wisdm
1600_pretrain_048.npz,True,True,False,False,"(6, 200)",6,200,4695,True,wisdm
1600_pretrain_049.npz,True,True,False,False,"(6, 200)",6,200,4682,True,wisdm
1600_supervised_000.npz,True,True,False,False,"(6, 100)",6,100,2501,True,wisdm
1600_supervised_001.npz,True,True,False,False,"(6, 100)",6,100,2481,True,wisdm
1600_supervised_002.npz,True,True,False,False,"(6, 100)",6,100,2470,True,wisdm
1600_supervised_003.npz,True,True,False,False,"(6, 100)",6,100,2475,True,wisdm
1600_supervised_004.npz,True,True,False,False,"(6, 100)",6,100,2483,True,wisdm
1600_supervised_005.npz,True,True,False,False,"(6, 100)",6,100,2481,True,wisdm
1600_supervised_006.npz,True,True,False,False,"(6, 100)",6,100,2479,True,wisdm
1600_supervised_007.npz,True,True,False,False,"(6, 100)",6,100,2476,True,wisdm
1600_supervised_008.npz,True,True,False,False,"(6, 100)",6,100,2476,True,wisdm
1600_supervised_009.npz,True,True,False,False,"(6, 100)",6,100,2484,True,wisdm
1600_supervised_010.npz,True,True,False,False,"(6, 100)",6,100,2480,True,wisdm
1600_supervised_011.npz,True,True,False,False,"(6, 100)",6,100,2473,True,wisdm
1600_supervised_012.npz,True,True,False,False,"(6, 100)",6,100,2486,True,wisdm
1600_supervised_013.npz,True,True,False,False,"(6, 100)",6,100,2484,True,wisdm
1600_supervised_014.npz,True,True,False,False,"(6, 100)",6,100,2484,True,wisdm
1600_supervised_015.npz,True,True,False,False,"(6, 100)",6,100,2482,True,wisdm
1600_supervised_016.npz,True,True,False,False,"(6, 100)",6,100,2468,True,wisdm
1600_supervised_017.npz,True,True,False,False,"(6, 100)",6,100,2472,True,wisdm
1600_supervised_018.npz,True,True,False,False,"(6, 100)",6,100,2481,True,wisdm
1600_supervised_019.npz,True,True,False,False,"(6, 100)",6,100,2476,True,wisdm
1600_supervised_020.npz,True,True,False,False,"(6, 100)",6,100,2484,True,wisdm
1600_supervised_021.npz,True,True,False,False,"(6, 100)",6,100,2488,True,wisdm
1600_supervised_022.npz,True,True,False,False,"(6, 100)",6,100,2483,True,wisdm
1600_supervised_023.npz,True,True,False,False,"(6, 100)",6,100,2471,True,wisdm
1600_supervised_024.npz,True,True,False,False,"(6, 100)",6,100,2479,True,wisdm
1600_supervised_025.npz,True,True,False,False,"(6, 100)",6,100,2484,True,wisdm
1600_supervised_026.npz,True,True,False,False,"(6, 100)",6,100,2482,True,wisdm
1600_supervised_027.npz,True,True,False,False,"(6, 100)",6,100,2484,True,wisdm
1600_supervised_028.npz,True,True,False,False,"(6, 100)",6,100,2483,True,wisdm
1600_supervised_029.npz,True,True,False,False,"(6, 100)",6,100,2476,True,wisdm
1600_supervised_030.npz,True,True,False,False,"(6, 100)",6,100,2476,True,wisdm
1600_supervised_031.npz,True,True,False,False,"(6, 100)",6,100,2478,True,wisdm
1600_supervised_032.npz,True,True,False,False,"(6, 100)",6,100,2480,True,wisdm
1600_supervised_033.npz,True,True,False,False,"(6, 100)",6,100,2483,True,wisdm
1600_supervised_034.npz,True,True,False,False,"(6, 100)",6,100,2484,True,wisdm
1600_supervised_035.npz,True,True,False,False,"(6, 100)",6,100,2483,True,wisdm
1600_supervised_036.npz,True,True,False,False,"(6, 100)",6,100,2485,True,wisdm
1600_supervised_037.npz,True,True,False,False,"(6, 100)",6,100,2481,True,wisdm
1600_supervised_038.npz,True,True,False,False,"(6, 100)",6,100,2482,True,wisdm
1600_supervised_039.npz,True,True,False,False,"(6, 100)",6,100,2476,True,wisdm
1600_supervised_040.npz,True,True,False,False,"(6, 100)",6,100,2471,True,wisdm
1600_supervised_041.npz,True,True,False,False,"(6, 100)",6,100,2478,True,wisdm
1600_supervised_042.npz,True,True,False,False,"(6, 100)",6,100,2476,True,wisdm
1600_supervised_043.npz,True,True,False,False,"(6, 100)",6,100,2477,True,wisdm
1600_supervised_044.npz,True,True,False,False,"(6, 100)",6,100,2474,True,wisdm
1600_supervised_045.npz,True,True,False,False,"(6, 100)",6,100,2497,True,wisdm
1600_supervised_046.npz,True,True,False,False,"(6, 100)",6,100,2496,True,wisdm
1600_supervised_047.npz,True,True,False,False,"(6, 100)",6,100,2478,True,wisdm
1600_supervised_048.npz,True,True,False,False,"(6, 100)",6,100,2481,True,wisdm
1600_supervised_049.npz,True,True,False,False,"(6, 100)",6,100,2485,True,wisdm
S001_R04_T1_12624.npz,True,True,False,False,"(64, 640)",64,640,88465,True,eegmmidb
S001_R04_T1_13952.npz,True,True,False,False,"(64, 640)",64,640,90599,True,eegmmidb
S001_R04_T1_16608.npz,True,True,False,False,"(64, 640)",64,640,90207,True,eegmmidb
S001_R04_T1_19264.npz,True,True,False,False,"(64, 640)",64,640,89233,True,eegmmidb
S001_R04_T1_2000.npz,True,True,False,False,"(64, 640)",64,640,87705,True,eegmmidb
S001_R04_T1_3328.npz,True,True,False,False,"(64, 640)",64,640,93070,True,eegmmidb
S001_R04_T1_7312.npz,True,True,False,False,"(64, 640)",64,640,89460,True,eegmmidb
S001_R04_T1_9968.npz,True,True,False,False,"(64, 640)",64,640,92631,True,eegmmidb
S001_R04_T2_11296.npz,True,True,False,False,"(64, 640)",64,640,90106,True,eegmmidb
S001_R04_T2_15280.npz,True,True,False,False,"(64, 640)",64,640,96406,True,eegmmidb
S001_R04_T2_17936.npz,True,True,False,False,"(64, 640)",64,640,97110,True,eegmmidb
S001_R04_T2_4656.npz,True,True,False,False,"(64, 640)",64,640,88283,True,eegmmidb
S001_R04_T2_5984.npz,True,True,False,False,"(64, 640)",64,640,89304,True,eegmmidb
S001_R04_T2_672.npz,True,True,False,False,"(64, 640)",64,640,93973,True,eegmmidb
S001_R04_T2_8640.npz,True,True,False,False,"(64, 640)",64,640,90817,True,eegmmidb
S001_R08_T1_12624.npz,True,True,False,False,"(64, 640)",64,640,83082,True,eegmmidb
S001_R08_T1_13952.npz,True,True,False,False,"(64, 640)",64,640,86884,True,eegmmidb
S001_R08_T1_17936.npz,True,True,False,False,"(64, 640)",64,640,88604,True,eegmmidb
S001_R08_T1_19264.npz,True,True,False,False,"(64, 640)",64,640,85747,True,eegmmidb
S001_R08_T1_3328.npz,True,True,False,False,"(64, 640)",64,640,84985,True,eegmmidb
S001_R08_T1_5984.npz,True,True,False,False,"(64, 640)",64,640,85092,True,eegmmidb
S001_R08_T1_672.npz,True,True,False,False,"(64, 640)",64,640,85778,True,eegmmidb
S001_R08_T1_8640.npz,True,True,False,False,"(64, 640)",64,640,90610,True,eegmmidb
S001_R08_T2_11296.npz,True,True,False,False,"(64, 640)",64,640,86109,True,eegmmidb
S001_R08_T2_15280.npz,True,True,False,False,"(64, 640)",64,640,99216,True,eegmmidb
S001_R08_T2_16608.npz,True,True,False,False,"(64, 640)",64,640,93189,True,eegmmidb
S001_R08_T2_2000.npz,True,True,False,False,"(64, 640)",64,640,87808,True,eegmmidb
S001_R08_T2_4656.npz,True,True,False,False,"(64, 640)",64,640,89546,True,eegmmidb
S001_R08_T2_7312.npz,True,True,False,False,"(64, 640)",64,640,86151,True,eegmmidb
S001_R08_T2_9968.npz,True,True,False,False,"(64, 640)",64,640,87931,True,eegmmidb
S001_R12_T1_11296.npz,True,True,False,False,"(64, 640)",64,640,88020,True,eegmmidb
S001_R12_T1_15280.npz,True,True,False,False,"(64, 640)",64,640,88024,True,eegmmidb
S001_R12_T1_17936.npz,True,True,False,False,"(64, 640)",64,640,86551,True,eegmmidb
S001_R12_T1_2000.npz,True,True,False,False,"(64, 640)",64,640,86295,True,eegmmidb
S001_R12_T1_4656.npz,True,True,False,False,"(64, 640)",64,640,88286,True,eegmmidb
S001_R12_T1_5984.npz,True,True,False,False,"(64, 640)",64,640,87625,True,eegmmidb
S001_R12_T1_9968.npz,True,True,False,False,"(64, 640)",64,640,88921,True,eegmmidb
S001_R12_T2_12624.npz,True,True,False,False,"(64, 640)",64,640,92895,True,eegmmidb
S001_R12_T2_13952.npz,True,True,False,False,"(64, 640)",64,640,96864,True,eegmmidb
S001_R12_T2_16608.npz,True,True,False,False,"(64, 640)",64,640,87962,True,eegmmidb
S001_R12_T2_19264.npz,True,True,False,False,"(64, 640)",64,640,85337,True,eegmmidb
S001_R12_T2_3328.npz,True,True,False,False,"(64, 640)",64,640,86112,True,eegmmidb
S001_R12_T2_672.npz,True,True,False,False,"(64, 640)",64,640,83307,True,eegmmidb
S001_R12_T2_7312.npz,True,True,False,False,"(64, 640)",64,640,100301,True,eegmmidb
S001_R12_T2_8640.npz,True,True,False,False,"(64, 640)",64,640,87575,True,eegmmidb
S002_R04_T1_12464.npz,True,True,False,False,"(64, 640)",64,640,67967,True,eegmmidb
S002_R04_T1_15088.npz,True,True,False,False,"(64, 640)",64,640,69464,True,eegmmidb
S002_R04_T1_17712.npz,True,True,False,False,"(64, 640)",64,640,71253,True,eegmmidb
S002_R04_T1_3280.npz,True,True,False,False,"(64, 640)",64,640,66497,True,eegmmidb
S002_R04_T1_5904.npz,True,True,False,False,"(64, 640)",64,640,69299,True,eegmmidb
S002_R04_T1_656.npz,True,True,False,False,"(64, 640)",64,640,72523,True,eegmmidb
S002_R04_T1_9840.npz,True,True,False,False,"(64, 640)",64,640,68850,True,eegmmidb
S002_R04_T2_11152.npz,True,True,False,False,"(64, 640)",64,640,72571,True,eegmmidb
S002_R04_T2_13776.npz,True,True,False,False,"(64, 640)",64,640,68433,True,eegmmidb
S002_R04_T2_16400.npz,True,True,False,False,"(64, 640)",64,640,69521,True,eegmmidb
S002_R04_T2_19024.npz,True,True,False,False,"(64, 640)",64,640,68875,True,eegmmidb
S002_R04_T2_1968.npz,True,True,False,False,"(64, 640)",64,640,70003,True,eegmmidb
S002_R04_T2_4592.npz,True,True,False,False,"(64, 640)",64,640,68735,True,eegmmidb
S002_R04_T2_7216.npz,True,True,False,False,"(64, 640)",64,640,74314,True,eegmmidb
S002_R04_T2_8528.npz,True,True,False,False,"(64, 640)",64,640,68130,True,eegmmidb
S002_R08_T1_12464.npz,True,True,False,False,"(64, 640)",64,640,68001,True,eegmmidb
S002_R08_T1_15088.npz,True,True,False,False,"(64, 640)",64,640,72800,True,eegmmidb
S002_R08_T1_16400.npz,True,True,False,False,"(64, 640)",64,640,68846,True,eegmmidb
S002_R08_T1_19024.npz,True,True,False,False,"(64, 640)",64,640,69977,True,eegmmidb
S002_R08_T1_4592.npz,True,True,False,False,"(64, 640)",64,640,67085,True,eegmmidb
S002_R08_T1_656.npz,True,True,False,False,"(64, 640)",64,640,68554,True,eegmmidb
S002_R08_T1_7216.npz,True,True,False,False,"(64, 640)",64,640,67838,True,eegmmidb
S002_R08_T1_9840.npz,True,True,False,False,"(64, 640)",64,640,70044,True,eegmmidb
S002_R08_T2_11152.npz,True,True,False,False,"(64, 640)",64,640,69929,True,eegmmidb
S002_R08_T2_13776.npz,True,True,False,False,"(64, 640)",64,640,73545,True,eegmmidb
S002_R08_T2_17712.npz,True,True,False,False,"(64, 640)",64,640,65878,True,eegmmidb
S002_R08_T2_1968.npz,True,True,False,False,"(64, 640)",64,640,69097,True,eegmmidb
S002_R08_T2_3280.npz,True,True,False,False,"(64, 640)",64,640,68885,True,eegmmidb
S002_R08_T2_5904.npz,True,True,False,False,"(64, 640)",64,640,69521,True,eegmmidb
S002_R08_T2_8528.npz,True,True,False,False,"(64, 640)",64,640,66362,True,eegmmidb
S002_R12_T1_12464.npz,True,True,False,False,"(64, 640)",64,640,71779,True,eegmmidb
S002_R12_T1_15088.npz,True,True,False,False,"(64, 640)",64,640,74826,True,eegmmidb
S002_R12_T1_16400.npz,True,True,False,False,"(64, 640)",64,640,67702,True,eegmmidb
S002_R12_T1_19024.npz,True,True,False,False,"(64, 640)",64,640,77447,True,eegmmidb
S002_R12_T1_4592.npz,True,True,False,False,"(64, 640)",64,640,69166,True,eegmmidb
S002_R12_T1_656.npz,True,True,False,False,"(64, 640)",64,640,68797,True,eegmmidb
S002_R12_T1_7216.npz,True,True,False,False,"(64, 640)",64,640,67913,True,eegmmidb
S002_R12_T1_8528.npz,True,True,False,False,"(64, 640)",64,640,70513,True,eegmmidb
S002_R12_T2_11152.npz,True,True,False,False,"(64, 640)",64,640,70644,True,eegmmidb
S002_R12_T2_13776.npz,True,True,False,False,"(64, 640)",64,640,75291,True,eegmmidb
S002_R12_T2_17712.npz,True,True,False,False,"(64, 640)",64,640,69753,True,eegmmidb
S002_R12_T2_1968.npz,True,True,False,False,"(64, 640)",64,640,66012,True,eegmmidb
S002_R12_T2_3280.npz,True,True,False,False,"(64, 640)",64,640,67510,True,eegmmidb
S002_R12_T2_5904.npz,True,True,False,False,"(64, 640)",64,640,68498,True,eegmmidb
S002_R12_T2_9840.npz,True,True,False,False,"(64, 640)",64,640,73898,True,eegmmidb
S003_R04_T1_11296.npz,True,True,False,False,"(64, 640)",64,640,91144,True,eegmmidb
S003_R04_T1_2000.npz,True,True,False,False,"(64, 640)",64,640,90729,True,eegmmidb
S003_R04_T1_4656.npz,True,True,False,False,"(64, 640)",64,640,88995,True,eegmmidb
S003_R04_T1_7312.npz,True,True,False,False,"(64, 640)",64,640,95944,True,eegmmidb
S003_R04_T1_8640.npz,True,True,False,False,"(64, 640)",64,640,91295,True,eegmmidb
S003_R04_T2_12624.npz,True,True,False,False,"(64, 640)",64,640,91918,True,eegmmidb
S003_R04_T2_3328.npz,True,True,False,False,"(64, 640)",64,640,93809,True,eegmmidb
S003_R04_T2_5984.npz,True,True,False,False,"(64, 640)",64,640,91372,True,eegmmidb
S003_R04_T2_672.npz,True,True,False,False,"(64, 640)",64,640,89671,True,eegmmidb
S003_R04_T2_9968.npz,True,True,False,False,"(64, 640)",64,640,91759,True,eegmmidb
1.npz,True,True,False,False,"(12, 1000)",12,1000,29709,True,ptbxl
10.npz,True,True,False,False,"(12, 1000)",12,1000,30525,True,ptbxl
100.npz,True,True,False,False,"(12, 1000)",12,1000,31364,True,ptbxl
11.npz,True,True,False,False,"(12, 1000)",12,1000,34050,True,ptbxl
12.npz,True,True,False,False,"(12, 1000)",12,1000,29255,True,ptbxl
13.npz,True,True,False,False,"(12, 1000)",12,1000,31776,True,ptbxl
14.npz,True,True,False,False,"(12, 1000)",12,1000,30799,True,ptbxl
15.npz,True,True,False,False,"(12, 1000)",12,1000,32125,True,ptbxl
16.npz,True,True,False,False,"(12, 1000)",12,1000,33865,True,ptbxl
17.npz,True,True,False,False,"(12, 1000)",12,1000,36483,True,ptbxl
18.npz,True,True,False,False,"(12, 1000)",12,1000,34231,True,ptbxl
19.npz,True,True,False,False,"(12, 1000)",12,1000,31844,True,ptbxl
2.npz,True,True,False,False,"(12, 1000)",12,1000,33678,True,ptbxl
20.npz,True,True,False,False,"(12, 1000)",12,1000,34393,True,ptbxl
21.npz,True,True,False,False,"(12, 1000)",12,1000,31448,True,ptbxl
